AssessmentKey,AssessmentComponent,Purpose,Year,StockDescription,ICES_Areas,SpeciesName,Report,Low_Recruitment,Recruitment,High_Recruitment,UnitOfRecruitment,RecruitmentDescription,Low_TBiomass,TBiomass,High_TBiomass,Low_StockSize,StockSize,High_StockSize,StockSizeDescription,StockSizeUnits,CatchesLandingsUnits,Landings,Low_FishingPressure,FishingPressure,High_FishingPressure,FishingPressureDescription,Flim,Published,StockKeyLabel,StockDatabaseID,StockKey,AssessmentYear,FLim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,RecruitmentAge,FAge,CustomRefPointName1,CustomRefPointName2,CustomRefPointName3,CustomRefPointName4,CustomRefPointName5,ConfidenceIntervalDefinition
18719,Northwestern Substock,Advice,2003,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 37195, 57124,  87732,thousands,Recruitment, 29407, 37595, 48064,15961,20596,26577,SSB,tonnes,tonnes, 18461,0.705,0.834,0.986,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2004,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 56400, 88633, 139287,thousands,Recruitment, 24765, 31855, 40975,14585,18998,24747,SSB,tonnes,tonnes, 13198,0.688,0.815,0.965,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2005,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 45556, 72243, 114563,thousands,Recruitment, 21755, 28365, 36983,11598,15194,19905,SSB,tonnes,tonnes, 12726,0.618,0.733,0.871,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2006,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,187058,276519, 408765,thousands,Recruitment, 31024, 41258, 54868,13377,17587,23123,SSB,tonnes,tonnes, 11789,0.550,0.664,0.801,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2007,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 56100, 88303, 138990,thousands,Recruitment, 41609, 54436, 71216,16663,21646,28120,SSB,tonnes,tonnes, 22643,0.517,0.622,0.748,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2008,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 65302,100705, 155301,thousands,Recruitment, 42890, 55298, 71295,25720,33575,43829,SSB,tonnes,tonnes, 23627,0.555,0.666,0.800,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2009,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,120973,179004, 264873,thousands,Recruitment, 41124, 52596, 67269,20233,26489,34681,SSB,tonnes,tonnes, 22184,0.515,0.615,0.734,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2010,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,150900,218282, 315752,thousands,Recruitment, 57175, 72774, 92629,26860,34448,44180,SSB,tonnes,tonnes, 24615,0.470,0.563,0.675,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2011,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 66115, 98277, 146085,thousands,Recruitment, 64210, 81438,103289,32929,42145,53940,SSB,tonnes,tonnes, 27599,0.409,0.494,0.596,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2012,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 99931,151571, 229897,thousands,Recruitment, 70053, 88203,111056,42685,54149,68693,SSB,tonnes,tonnes, 29293,0.407,0.491,0.593,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2013,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,139401,203996, 298522,thousands,Recruitment, 76620, 96423,121343,50782,64351,81546,SSB,tonnes,tonnes, 29313,0.389,0.470,0.567,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2014,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,175446,254748, 369895,thousands,Recruitment, 80697,101501,127667,38536,49063,62466,SSB,tonnes,tonnes, 29610,0.347,0.420,0.508,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2015,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,108068,154994, 222297,thousands,Recruitment, 93589,117200,146769,51485,64905,81824,SSB,tonnes,tonnes, 34838,0.346,0.420,0.510,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2016,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 70574,102382, 148525,thousands,Recruitment, 95880,120336,151031,53679,68337,86996,SSB,tonnes,tonnes, 42159,0.389,0.469,0.567,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2017,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,193655,278245, 399783,thousands,Recruitment, 90623,113539,142249,58735,74980,95717,SSB,tonnes,tonnes, 43977,0.475,0.572,0.689,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2018,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 44779, 64731,  93573,thousands,Recruitment, 66692, 83425,104356,39717,50610,64490,SSB,tonnes,tonnes, 37418,0.544,0.659,0.797,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2019,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 99062,140963, 200586,thousands,Recruitment, 46959, 58509, 72899,30730,39059,49647,SSB,tonnes,tonnes, 25570,0.476,0.571,0.684,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2020,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,126041,185038, 271651,thousands,Recruitment, 51599, 64274, 80063,26684,33528,42127,SSB,tonnes,tonnes, 17851,0.368,0.444,0.536,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2021,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 92930,133990, 193191,thousands,Recruitment, 61998, 77177, 96073,29606,37053,46375,SSB,tonnes,tonnes, 20652,0.281,0.349,0.433,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2022,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2,106331,159469, 239164,thousands,Recruitment, 72228, 90168,112565,47506,59638,74868,SSB,tonnes,tonnes, 20855,0.251,0.318,0.401,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2023,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 63697,100437, 158368,thousands,Recruitment, 75119, 94065,117789,48240,60982,77090,SSB,tonnes,tonnes, 24961,0.244,0.320,0.420,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
18719,Northwestern Substock,Advice,2024,Cod (Gadus morhua) in Subarea 4. in divisions 6.a and 7.d. and in Subdivision 20 (North Sea. West of Scotland. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.7.d,Gadus morhua,https://doi.org/10.17895/ices.advice.27441678.v2, 18421, 54778, 162895,thousands,Recruitment, 61786, 80898,105922,40640,54257,72436,SSB,tonnes,tonnes,    NA,   NA,   NA,   NA,F,0.666,True,cod.27.46a7d20,3763,255566,2024,0.666,0.543,40823,29378,0.196,40823,1,2-4,custom1,custom2,custom3,custom4,custom5,95%
